time,x,y
4559.983,0.007488118646619607,0.0007163490155541201
4560.003,0.007490838888909088,0.0007165555045812066
4560.023,0.007492298313793118,0.0007167971125830717
4560.043,0.007495026222705613,0.0007170041144693038
4560.063,0.007497745519773606,0.0007172767967253209
4560.083,0.007499150168824464,0.0007175040477018694
4560.103,0.007501906219259374,0.0007177083165537124
4560.123,0.007504676376986947,0.0007179585591545633
4560.143,0.007507409487333753,0.0007181673819462869
4560.163,0.00751010409513524,0.0007184264808411977
4560.183,0.00751150147780762,0.0007186487401891808
4560.203,0.0075142863426569464,0.0007188745369084624
4560.223,0.007516939173341907,0.0007191260020337436
4560.243,0.0075196639298765085,0.0007193368721048771
4560.263,0.0075211379504318415,0.0007195817074475226
4560.283,0.007523857110201527,0.0007197886832960773
4560.303,0.007526662707638784,0.00072003587789258
4560.323,0.007529297897884098,0.000720275388482264
4560.343,0.007532018147112081,0.0007204818677197042
4560.363,0.007533477579622635,0.0007207234719795471
4560.383,0.007536205495587683,0.0007209304637771645
4560.403,0.007538924801212408,0.000721203134037545
4560.423,0.007540329457151971,0.0007214303797572014
4560.443,0.007543085514659487,0.000721634638725646
4560.463,0.007545855680010184,0.0007218848693854374
4560.483,0.007548588797366848,0.0007220936820442966
4560.503,0.0075512834134964305,0.000722352767120703
4560.523,0.007552680803082388,0.0007225750238068475
4560.543,0.00755546567532106,0.0007228008093904326
4560.563,0.007558118513561373,0.0007230522638561467
4560.583,0.0075608432771253065,0.0007232631238342753
4560.603,0.00756231730555694,0.0007235079528372516
4560.623,0.007565036472318223,0.0007237149186478306
4560.643,0.007567842077606916,0.0007239621013335589
4560.663,0.007570477275014625,0.0007242015992697763
4560.683,0.007573197531177606,0.0007244080687181584
4560.703,0.0075746569713120125,0.0007246496692358544
4560.723,0.00757738489432578,0.0007248566509454419
4560.743,0.007580104208503604,0.0007251293092109084
4560.763,0.00758150887132961,0.0007253565496737342
4560.783,0.007584264935906283,0.0007255607987593842
4560.803,0.007587035108876643,0.0007258110174787323
4560.823,0.007589768233239459,0.0007260198200052658
4560.843,0.007592462857692925,0.0007262788912639535
4560.863,0.007593860254190107,0.0007265011452881915
4560.883,0.007596645133814792,0.0007267269197367509
4560.903,0.007599297979607671,0.0007269783635433488
4560.923,0.0076020227501971405,0.0007271892134290685
4560.943,0.007603496786501747,0.0007274340360922082
4560.963,0.007606215960250906,0.0007276409918653738
4560.983,0.007609021573387411,0.0007278881626409568
4561.003,0.007611656777954664,0.0007281276479243781
4561.023,0.007614377041048857,0.0007283341075842169
4561.043,0.007615836488804543,0.000728575704359463
4561.063,0.0076185644188631885,0.0007287826759815655
4561.083,0.0076212837415904865,0.0007290553222528406
4561.103,0.007622688411300593,0.0007292825574590895
4561.123,0.007625444482943083,0.0007294867966624406
4561.143,0.0076282146635295554,0.0007297370034417506
4561.163,0.007630947794894816,0.0007299457958365565
4561.183,0.007633642427668234,0.000730204853278341
4561.203,0.007635039831074178,0.0007304271046405088
4561.223,0.007637824718081464,0.0007306528679546933
4561.243,0.007640477571423818,0.0007309043011028332
4561.263,0.007643202349035254,0.0007311151408966643
4561.283,0.007644676393209912,0.000731359957220076
4561.303,0.007647395573943203,0.000731566902956345
4561.323,0.007650201194924277,0.0007318140618225606
4561.343,0.007652836406647802,0.0007320535344539703
4561.363,0.0076555566766695685,0.0007322599843257485
4561.383,0.007657016132043795,0.0007325015773582464
4561.403,0.0076597440691434406,0.0007327085388932748
4561.423,0.007662463400416385,0.0007329811731709543
4561.443,0.007663868077008418,0.000733208403120677
4561.463,0.007666624155713304,0.0007334126324423489
4561.483,0.007669394343912419,0.0007336628272822511
4561.503,0.007672127482276407,0.0007338716095457881
4561.523,0.007674822123365548,0.0007341306531713055
4561.543,0.0076762195336777354,0.0007343529018712613
4561.563,0.007679004428064306,0.0007345786540516327
4561.583,0.007681657288953151,0.000734830076541712
4561.603,0.00768438207358281,0.0007350409062441989
4561.623,0.007685856125624349,0.0007352857162278764
4561.643,0.007688575313337866,0.0007354926519277942
4561.663,0.007691380942160018,0.0007357397988852865
4561.683,0.007694016161036859,0.0007359792588654281
4561.703,0.0076967364379825695,0.0007361856989496797
4561.723,0.007698195900972728,0.0007364272882393328
4561.743,0.0077009238451095224,0.0007366342396878785
4561.763,0.007703643184924634,0.0007369068619726298
4561.783,0.007705047868396084,0.0007371340866659931
4561.803,0.007707803954159886,0.0007373383061064047
4561.823,0.007710574149968043,0.0007375884890075509
4561.843,0.007713307295327029,0.0007377972611404137
4561.863,0.0077160019447282645,0.0007380562909505136
4561.883,0.007717399361944297,0.0007382785369882139
4561.903,0.0077201842637067905,0.0007385042780353977
4561.923,0.007722837132138921,0.0007387556898681349
4561.943,0.007725561923783188,0.000738966509479863
4561.963,0.007727035983688499,0.0007392113131239435
4561.983,0.007729755178378636,0.0007394182387880287
4562.003,0.00773256081503846,0.0007396653738374417
4562.023,0.00773519604106539,0.0007399048211670161
4562.043,0.007737916324931468,0.0007401112514643009
4562.063,0.007739375795535009,0.0007403528370109055
4562.083,0.007742103746705167,0.000740559778373507
4562.103,0.007744823095058702,0.0007408323886660094
4562.123,0.007746227785407275,0.0007410596081031347
4562.143,0.0077489838782266,0.0007412638176628593
4562.163,0.007751754081640295,0.0007415139886257616
4562.183,0.007754487233990574,0.0007417227506284689
4562.203,0.007757181891699584,0.0007419817666238786
4562.223,0.007758579315817138,0.0007422040099992134
4562.243,0.007761364224952185,0.0007424297399138822
4562.263,0.007764017100924704,0.0007426811410896991
4562.283,0.007766741899579904,0.000742891950611176
4562.303,0.007768215967346177,0.0007431367479156533
4562.323,0.00777093516900907,0.0007433436635444052
4562.343,0.00777374081350311,0.0007435907866864212
4562.363,0.007776376046677282,0.0007438302213662428
4562.383,0.007779096337460063,0.0007440366418771092
4562.403,0.007780555815674387,0.0007442782236804286
4562.423,0.007783283773874182,0.0007444851549575618
4562.443,0.007786003130762619,0.000744757753258474
4562.463,0.007787407827985978,0.000744984967439436
4562.483,0.007790163927857415,0.000745189167119016
4562.503,0.007792934138873234,0.0007454393261442372
4562.523,0.007795667298211108,0.0007456480780172876
4562.543,0.007798361964223968,0.0007459070801988046
4562.563,0.007799759395240476,0.0007461293209115695
4562.583,0.007802544311744673,0.0007463550396943364
4562.603,0.007805197195254455,0.0007466064302137543
4562.623,0.007807922000916952,0.0007468172296455813
4562.643,0.0078093960765409295,0.000747062020610471
4562.663,0.007812115285172835,0.0007472689262043726
4562.683,0.00781492093749769,0.0007475160374397202
4562.703,0.0078175561778159,0.0007477554594704722
4562.723,0.007820276475511749,0.0007479618701954108
4562.743,0.007821735961334099,0.0007482034482551899
4562.763,0.007824463926559524,0.0007484103694473388
4562.783,0.007827183291979043,0.0007486829557573165
4562.803,0.007828587996074946,0.0007489101646823148
4562.823,0.00783134410299512,0.0007491143544823012
4562.843,0.007834114321609437,0.0007493645015703607
4562.863,0.007836847487931155,0.0007495732433143397
4562.883,0.007839542162243664,0.0007498322316826354
4562.903,0.007840939600156756,0.0007500544697327904
4562.923,0.0078437245240267,0.0007502801773842835
4562.943,0.007846377415070847,0.0007505315572479005
4562.963,0.007849102227737017,0.0007507423465906481
4562.983,0.007850576311215433,0.0007509871312159148
4563.003,0.007853295526812715,0.000751194026775585
4563.023,0.007856101186964976,0.000751441126104926
4563.043,0.007858736434424134,0.00075168053548743
4563.063,0.007861456739029438,0.0007518869364270094
4563.083,0.007862916232457322,0.0007521285107430227
4563.103,0.007865644204704664,0.0007523354218507709
4563.123,0.007868363578651734,0.0007526079961704629
4563.143,0.007869768289617832,0.0007528351998395677
4563.163,0.007872524403583207,0.000753039379760549
4563.183,0.007875294629792605,0.0007532895149120467
4563.203,0.00787802780309452,0.000753498246527469
4563.223,0.00788072248570287,0.0007537572210834373
4563.243,0.007882119930510096,0.0007539794564708491
4563.263,0.00788490486174261,0.0007542051529917548
4563.283,0.007887557760317989,0.0007544565222001129
4563.303,0.007890282579984084,0.0007546673014542507
4563.323,0.007891756671314042,0.0007549120797399461
4563.343,0.007894475893872942,0.0007551189652657595
4563.363,0.007897281561849087,0.0007553660526897371
4563.383,0.007899916816446244,0.0007556054494246994
4563.403,0.007902637127957381,0.0007558118405794484
4563.423,0.007904096628988166,0.0007560534111515404
4563.443,0.007906824608253572,0.0007562603121753901
4563.463,0.007909543990724518,0.0007565328745055069
4563.483,0.007910948708558518,0.0007567600729188886
4563.503,0.007913704829565757,0.0007569642429613024
4563.523,0.007916475063366728,0.0007572143661767626
4563.543,0.007919208243645212,0.0007574230876642505
4563.563,0.007921902934545387,0.000757682048408631
4563.583,0.007923300386244315,0.0007579042811332396
4563.603,0.007926085324835835,0.0007581299665241367
4563.623,0.007928738230939425,0.0007583813250777036
4563.643,0.007931463057601857,0.0007585920942439179
4563.663,0.007932937156780291,0.0007588368661901112
4563.683,0.007935656386297004,0.0007590437416827217
4563.703,0.007938462062093619,0.0007592908172020791
4563.723,0.007941097323825572,0.0007595302012902071
4563.743,0.007943817642238876,0.0007597365826606915
4563.763,0.007945277150869855,0.0007599781494885823
4563.783,0.007948005137149498,0.0007601850404290349
4563.803,0.007950724528140597,0.0007604575907702529
4563.823,0.007952129252840091,0.000760684783927986
4563.843,0.007954885380885773,0.000760888944092491
4563.863,0.007957655622274743,0.0007611390553724578
4563.883,0.007960388809525876,0.000761347766732422
4563.903,0.007963083508713668,0.0007616067136658816
4563.923,0.007964480967301884,0.000761828943727456
4563.943,0.007967265913249151,0.0007620546179889957
4563.963,0.007969918826877954,0.0007623059658883639
4563.983,0.007972643660533012,0.0007625167249670851
4564.003,0.007974117767556754,0.0007627614905736946
4564.023,0.007976837004027511,0.0007629683560335843
4564.043,0.007979642687641172,0.000763215419648964
4564.063,0.007982277956505055,0.0007634547910910823
4564.083,0.007984998281816896,0.000763661162677746
4564.103,0.00798645779804548,0.0007639027257613534
