time,x,y
4568.823,0.008575379007589198,0.000819989950221971
4568.843,0.008578112298985467,0.0008201985097828006
4568.863,0.008580807122002126,0.0008204572496205177
4568.883,0.008582204683639117,0.0008206794397625128
4568.903,0.008584989739519957,0.0008209049471503339
4568.923,0.008587642765670523,0.0008211561353387437
4568.943,0.0085903677037731,0.0008213667431691262
4568.963,0.008591841928103396,0.0008216114137253927
4568.983,0.00859456126843395,0.0008218181288230743
4569.003,0.008597367068891769,0.0008220650139363433
4569.023,0.008600002444376784,0.0008223041958318801
4569.043,0.008602722872726402,0.0008225104207190462
4569.063,0.008604182502603735,0.0008227519276641834
4569.083,0.008606910600584178,0.000822958657443372
4569.103,0.008609630127395507,0.0008232310160032264
4569.123,0.008611034961638203,0.0008234581251616519
4569.143,0.008613791201834201,0.0008236621273404766
4569.163,0.0086165615641581,0.0008239120477985868
4569.183,0.008619294862462948,0.0008241205973236464
4569.203,0.008621989693694262,0.0008243793233208599
4569.223,0.008623387262182692,0.0008246015108554778
4569.243,0.008626172325366829,0.0008248270071101533
4569.263,0.0086288253590034,0.0008250781847019898
4569.283,0.008631550304034428,0.0008252887824494426
4569.303,0.008633024536154547,0.0008255334467111189
4569.323,0.008635743883375773,0.00082574015185213
4569.343,0.008638549691595582,0.0008259870250472192
4569.363,0.008641185074174308,0.0008262261943597514
4569.383,0.008643905509359097,0.0008264324094651815
4569.403,0.008645365146790863,0.00082667391270743
4569.423,0.008648093251714856,0.0008268806324924886
4569.443,0.008650812786979115,0.0008271529790364266
4569.463,0.008652217628055011,0.000827380082994627
4569.483,0.008654973875231488,0.0008275840752960085
4569.503,0.008657744245085398,0.0008278339838751611
4569.523,0.008660477550295278,0.0008280425233649297
4569.543,0.008663172389737593,0.0008283012355224473
4569.563,0.008664569965075038,0.0008285234204496943
4569.583,0.008667355035559071,0.0008287489055718613
4569.603,0.008670008076678695,0.0008290000725676551
4569.623,0.008672733028634631,0.0008292106602327666
4569.643,0.008674207268541557,0.0008294553181999135
4569.663,0.008676926622649687,0.0008296620133847913
4569.683,0.008679732438628025,0.0008299088746623426
4569.703,0.008682367828297361,0.000830148031392492
4569.723,0.008685088270313637,0.0008303542367167453
4569.743,0.008686547915297244,0.0008305957362559527
4569.763,0.008689276027160932,0.0008308024460473832
4569.783,0.00869199557087431,0.0008310747805760769
4569.803,0.008693400418781076,0.0008313018793341269
4569.823,0.00869615667293458,0.0008315058617585903
4569.843,0.008698927050314977,0.0008317557584593635
4569.863,0.008701660362426127,0.0008319642879143738
4569.883,0.00870435521007508,0.000832222986232983
4569.903,0.008705752792259054,0.0008324451685527045
4569.923,0.008708537870039626,0.0008326706425429598
4569.943,0.008711190918639249,0.0008329217989431563
4569.963,0.008713915877516396,0.0008331323765264841
4569.983,0.008715390125206904,0.0008333770282007793
4570.003,0.008718109486198045,0.0008335837134392319
4570.023,0.008720915309931562,0.0008338305628000633
4570.043,0.008723550706688291,0.0008340697069659192
4570.063,0.00872627115553249,0.0008342759025096117
4570.083,0.008727730808065035,0.0008345173983721019
4570.103,0.008730458926864242,0.0008347240982033863
4570.123,0.008733178479023135,0.0008349964207174183
4570.143,0.008734583333757987,0.0008352235143149798
4570.163,0.008737339594885166,0.0008354274868635612
4570.183,0.008740109979788115,0.0008356773717379059
4570.203,0.008742843298796737,0.0008358858911583961
4570.223,0.008745538154647719,0.0008361445756971495
4570.243,0.008746935743674956,0.0008363667554716971
4570.263,0.008749720828748767,0.0008365922183312262
4570.283,0.00875237388482484,0.0008368433642108986
4570.303,0.008755098850619467,0.0008370539317129771
4570.323,0.008756573106089991,0.0008372985771759238
4570.343,0.008759292473959679,0.0008375052525355878
4570.363,0.00876209830544496,0.0008377520899804931
4570.383,0.008764733709285502,0.0008379912216443594
4570.403,0.008767454164953815,0.0008381974074082464
4570.423,0.008768913825032518,0.0008384388996505159
4570.443,0.00877164195076299,0.0008386455895677215
4570.463,0.008774361511363682,0.0008389179000675958
4570.483,0.008775766372923963,0.0008391449885415431
4570.503,0.008778522641021445,0.0008393489512151372
4570.523,0.008781293033443414,0.000839598824295446
4570.543,0.008784026359345762,0.0008398073336818127
4570.563,0.008786721223394571,0.0008400660044640942
4570.583,0.008788118819262735,0.0008402881817071413
4570.603,0.008790903911626367,0.0008405136334366098
4570.623,0.008793556975175917,0.0008407647688028804
4570.643,0.008796281947884281,0.0008409753262242296
4570.663,0.008797756211131658,0.0008412199654758029
4570.683,0.008800475585875944,0.0008414266309569825
4570.703,0.00880328142510951,0.000841673456486588
4570.723,0.008805916836030922,0.0008419125756492342
4570.743,0.008808637298519748,0.0008421187516339024
4570.763,0.008810096966141795,0.0008423602402556422
4570.783,0.008812825098799586,0.0008425669202592675
4570.803,0.008815544667838356,0.0008428392187455906
4570.823,0.008816949536221752,0.0008430663020959956
4570.843,0.00881970581128615,0.0008432702548951817
4570.863,0.008822476211223507,0.0008435201161819867
4570.883,0.008825209544015989,0.0008437286155347147
4570.903,0.008827904416258626,0.0008439872725612665
4570.923,0.008829302018965157,0.0008442094472727217
4570.943,0.008832087118615294,0.0008444348878728424
4570.963,0.008834740189635242,0.000844686012726367
4570.983,0.008837465169253763,0.0008448965600675183
